0-1yr	X	CK	X	N	X	NS	X	NSM	X	NB	2-3yr	X	CK	X	N	X	NS	X	NSM	X	NB	4-5yr	X	CK	X	N	X	NS	X	NSM	X	NB	4-5yr	X	CK	X	N	X	NS	X	NSM	X	NB
	0.134172	0.114978	0.157248	0.120262	0.163265	0.232621	0.219931	0.323963	0.241509	0.086022		0.148148	0.122823	0.210526	0.243205	0.08	0.203249	0.103393	0.767319	0.109402	0.278252		0.277056	0.018835	0.087671	0.203503	0.124031	0.44861	0.098009	0.452516	0.087312	0.230117		0.415584	0.012169	0.086137	0.28935	0.118738	0.537078	0.084321	0.442407	0.083551	0.344672
	0.136268	0.114852	0.159705	0.116889	0.165816	0.23238	0.223368	0.313925	0.245283	0.086487		0.150463	0.121001	0.213816	0.23539	0.08125	0.200818	0.105008	0.766088	0.111111	0.278676		0.281385	0.017905	0.089041	0.199479	0.125969	0.449075	0.099541	0.450114	0.088677	0.22812		0.422078	0.011442	0.087483	0.289769	0.120594	0.53732	0.085639	0.443028	0.084856	0.345169
	0.138365	0.113661	0.162162	0.117245	0.168367	0.233113	0.226804	0.304738	0.249057	0.073439		0.152778	0.113257	0.217105	0.227187	0.0825	0.201096	0.106624	0.762555	0.112821	0.279222		0.285714	0.017959	0.090411	0.199784	0.127907	0.444407	0.101072	0.446373	0.090041	0.228092		0.428571	0.011374	0.088829	0.289935	0.122449	0.536298	0.086957	0.441442	0.086162	0.345668
	0.140461	0.113946	0.164619	0.117604	0.170918	0.233851	0.230241	0.301009	0.25283	0.073806		0.155093	0.113579	0.220395	0.213939	0.08375	0.201374	0.108239	0.759638	0.11453	0.279771		0.290043	0.017485	0.091781	0.199879	0.129845	0.445398	0.102603	0.447093	0.091405	0.22844		0.435065	0.010494	0.090175	0.290369	0.124304	0.5362	0.088274	0.442084	0.087467	0.346169
	0.142558	0.112708	0.167076	0.117964	0.173469	0.234593	0.233677	0.293192	0.256604	0.074202		0.157407	0.113903	0.223684	0.201138	0.085	0.200585	0.109855	0.761033	0.116239	0.275587		0.294372	0.017399	0.093151	0.200185	0.131783	0.445178	0.104135	0.442841	0.092769	0.228789		0.441558	0.01037	0.091521	0.289466	0.12616	0.53434	0.089592	0.442731	0.088773	0.346646
	0.144654	0.112267	0.169533	0.108928	0.17602	0.23534	0.237113	0.294561	0.260377	0.063949		0.159722	0.114229	0.226974	0.188167	0.08625	0.199816	0.11147	0.757533	0.117949	0.276021		0.298701	0.01671	0.094521	0.198986	0.133721	0.43991	0.105666	0.439668	0.094134	0.227039		0.448052	0.00929	0.092867	0.289481	0.128015	0.531386	0.090909	0.439334	0.090078	0.347149
	0.146751	0.111138	0.17199	0.109265	0.178571	0.236092	0.24055	0.295942	0.264151	0.064285		0.162037	0.114414	0.230263	0.189005	0.0875	0.200094	0.113086	0.756489	0.119658	0.276566		0.30303	0.016805	0.09589	0.198458	0.135659	0.436295	0.107198	0.438033	0.095498	0.227387		0.454545	0.009089	0.094213	0.286853	0.12987	0.532355	0.092227	0.439301	0.091384	0.347478
	0.148847	0.109851	0.174447	0.109604	0.181122	0.236848	0.243986	0.297335	0.267925	0.06465		0.164352	0.114724	0.233553	0.189851	0.08875	0.200373	0.114701	0.757765	0.121368	0.277113		0.307359	0.01695	0.09726	0.196425	0.137597	0.430855	0.108729	0.43847	0.096862	0.227391		0.461039	0.008124	0.095559	0.287286	0.131725	0.528894	0.093544	0.43607	0.092689	0.347966
	0.150943	0.110131	0.176904	0.109945	0.183673	0.237609	0.247423	0.298742	0.271698	0.065019		0.166667	0.104615	0.236842	0.190693	0.09	0.200652	0.116317	0.754725	0.123077	0.273851		0.311688	0.016779	0.09863	0.193764	0.139535	0.431401	0.11026	0.435675	0.098226	0.22774		0.467532	0.008301	0.096904	0.28772	0.133581	0.526973	0.094862	0.436712	0.093995	0.348473
	0.15304	0.110082	0.179361	0.110112	0.186224	0.231395	0.250859	0.300162	0.275472	0.065101		0.168981	0.104893	0.240132	0.188512	0.09125	0.200918	0.117932	0.756089	0.124786	0.274396		0.316017	0.016437	0.1	0.194064	0.141473	0.432031	0.111792	0.436437	0.099591	0.224619		0.474026	0.008484	0.09825	0.288155	0.135436	0.528121	0.096179	0.437354	0.0953	0.348982
	0.155136	0.110363	0.181818	0.110457	0.188776	0.222674	0.254296	0.291564	0.279245	0.065478		0.171296	0.105198	0.243421	0.18811	0.0925	0.201199	0.119548	0.753179	0.126496	0.274942		0.320346	0.01609	0.10137	0.191536	0.143411	0.426824	0.113323	0.43291	0.100955	0.221149		0.480519	0.007322	0.099596	0.288592	0.137291	0.528197	0.097497	0.438	0.096606	0.347679
	0.157233	0.103976	0.184275	0.110803	0.191327	0.217963	0.257732	0.286999	0.283019	0.065859		0.173611	0.105504	0.246711	0.188967	0.09375	0.201473	0.121163	0.750627	0.128205	0.275491		0.324675	0.016006	0.10274	0.189175	0.145349	0.425923	0.114855	0.433669	0.102319	0.219218		0.487013	0.005954	0.100942	0.285811	0.139147	0.528966	0.098814	0.434737	0.097911	0.348188
	0.159329	0.103112	0.186732	0.111152	0.193878	0.212774	0.261168	0.288384	0.286792	0.066244		0.175926	0.105355	0.25	0.189278	0.095	0.201744	0.122779	0.747153	0.129915	0.271572		0.329004	0.016046	0.10411	0.189469	0.147287	0.420274	0.116386	0.434431	0.103683	0.219557		0.493506	0.005468	0.102288	0.285921	0.141002	0.525069	0.100132	0.435373	0.099217	0.346986
	0.161426	0.103378	0.189189	0.111503	0.196429	0.21347	0.264605	0.276617	0.290566	0.066633		0.178241	0.103581	0.253289	0.189949	0.09625	0.202027	0.124394	0.748543	0.131624	0.267943		0.333333	0.016133	0.105479	0.189739	0.149225	0.419427	0.117917	0.435195	0.105048	0.217181		0.5	0.005601	0.103634	0.284598	0.142857	0.522253	0.101449	0.435774	0.100522	0.345286
	0.163522	0.100632	0.191646	0.111857	0.19898	0.213195	0.268041	0.267973	0.29434	0.052715		0.180556	0.103886	0.256579	0.177952	0.0975	0.199135	0.12601	0.745315	0.133333	0.268481		0.337662	0.016282	0.106849	0.188478	0.151163	0.418529	0.119449	0.431756	0.106412	0.217518		0.506494	0.005739	0.10498	0.285032	0.144712	0.522881	0.102767	0.432779	0.101828	0.345794
	0.165618	0.100119	0.194103	0.112212	0.201531	0.204259	0.271478	0.262347	0.298113	0.046248		0.18287	0.104183	0.259868	0.178764	0.09875	0.199414	0.127625	0.741886	0.135043	0.264469		0.341991	0.016128	0.108219	0.188246	0.153101	0.415719	0.12098	0.432449	0.107776	0.216589		0.512987	0.005883	0.106326	0.283114	0.146568	0.518786	0.104084	0.430576	0.103133	0.344324
	0.167715	0.096637	0.19656	0.111853	0.204082	0.204934	0.274914	0.253323	0.301887	0.046379		0.185185	0.104492	0.263158	0.178606	0.1	0.199616	0.129241	0.742677	0.136752	0.265002		0.34632	0.016041	0.109589	0.185565	0.155039	0.415854	0.122511	0.429098	0.109141	0.216926		0.519481	0.006032	0.107672	0.283072	0.148423	0.517411	0.105402	0.428152	0.104439	0.344832
	0.169811	0.096889	0.199017	0.11221	0.206633	0.20437	0.278351	0.245206	0.30566	0.046666		0.1875	0.104802	0.266447	0.172048	0.10125	0.198033	0.130856	0.744075	0.138462	0.263202		0.350649	0.015658	0.110959	0.185827	0.156977	0.415483	0.124043	0.425665	0.110505	0.217261		0.525974	0.006187	0.109017	0.28335	0.150278	0.513632	0.106719	0.425465	0.105744	0.345342
	0.171908	0.092738	0.201474	0.112571	0.209184	0.193958	0.281787	0.240726	0.309434	0.046957		0.189815	0.105114	0.269737	0.172837	0.1025	0.194938	0.132472	0.744104	0.140171	0.263734		0.354978	0.015709	0.112329	0.184536	0.158915	0.409938	0.125574	0.424823	0.111869	0.217506		0.532468	0.006348	0.110363	0.283605	0.152134	0.510288	0.108037	0.426078	0.10705	0.344557
	0.174004	0.091602	0.203931	0.112933	0.211735	0.194606	0.285223	0.229475	0.313208	0.047252		0.19213	0.098248	0.273026	0.173656	0.10375	0.19305	0.134087	0.742965	0.14188	0.260468		0.359307	0.015763	0.113699	0.184809	0.160853	0.40868	0.127106	0.421483	0.113233	0.217846		0.538961	0.006515	0.111709	0.28404	0.153989	0.510235	0.109354	0.422565	0.108355	0.343358
	0.176101	0.091843	0.206388	0.113298	0.214286	0.190479	0.28866	0.220445	0.316981	0.04755		0.194444	0.098543	0.276316	0.174481	0.105	0.193287	0.135703	0.739851	0.14359	0.259444		0.363636	0.015813	0.115068	0.184974	0.162791	0.407052	0.128637	0.418958	0.114598	0.218187		0.545455	0.006689	0.113055	0.2837	0.155844	0.511076	0.110672	0.423198	0.109661	0.34261
	0.178197	0.091857	0.208845	0.113665	0.216837	0.19112	0.292096	0.211116	0.320755	0.047852		0.196759	0.098837	0.279605	0.170177	0.10625	0.193435	0.137318	0.736201	0.145299	0.25499		0.367965	0.015919	0.116438	0.185173	0.164729	0.401624	0.130168	0.414691	0.115962	0.218529		0.551948	0.00687	0.114401	0.281976	0.157699	0.512202	0.111989	0.423833	0.110966	0.34312
	0.180294	0.0921	0.211302	0.108368	0.219388	0.186147	0.295533	0.209036	0.324528	0.048158		0.199074	0.098229	0.282895	0.170995	0.1075	0.193692	0.138934	0.733936	0.147009	0.251897		0.372294	0.016047	0.117808	0.184707	0.166667	0.39589	0.1317	0.414134	0.117326	0.218872		0.558442	0.007059	0.115747	0.282084	0.159555	0.508763	0.113307	0.424471	0.112272	0.343376
	0.18239	0.087219	0.213759	0.108722	0.221939	0.186676	0.298969	0.205064	0.328302	0.048139		0.201389	0.098523	0.286184	0.161061	0.10875	0.191302	0.140549	0.730598	0.148718	0.249516		0.376623	0.015934	0.119178	0.184969	0.168605	0.392436	0.133231	0.411527	0.11869	0.219216		0.564935	0.007256	0.117093	0.280838	0.16141	0.508915	0.114625	0.425109	0.113577	0.34282
	0.184486	0.08745	0.216216	0.102034	0.22449	0.17675	0.302405	0.19774	0.332075	0.03485		0.203704	0.098813	0.289474	0.149304	0.11	0.191127	0.142165	0.73063	0.150427	0.247846		0.380952	0.016094	0.120548	0.184884	0.170543	0.386674	0.134763	0.407584	0.120055	0.219561		0.571429	0.007461	0.118439	0.278053	0.163265	0.506858	0.115942	0.42575	0.114883	0.343332
	0.186583	0.087683	0.218673	0.094828	0.227041	0.177353	0.305842	0.194578	0.335849	0.033375		0.206019	0.099035	0.292763	0.150035	0.11125	0.191269	0.14378	0.727721	0.152137	0.248355		0.385281	0.016173	0.121918	0.185178	0.172481	0.382157	0.136294	0.408215	0.121419	0.219907		0.577922	0.007675	0.119785	0.276091	0.165121	0.507122	0.11726	0.426393	0.116188	0.343846
	0.188679	0.086136	0.22113	0.095142	0.229592	0.177961	0.309278	0.195391	0.339623	0.033565		0.208333	0.099332	0.296053	0.150773	0.1125	0.191542	0.145396	0.724268	0.153846	0.243809		0.38961	0.016247	0.123288	0.182575	0.174419	0.382156	0.137825	0.40895	0.122783	0.216734		0.584416	0.007898	0.121131	0.273474	0.166976	0.504153	0.118577	0.426765	0.117493	0.342629
	0.190776	0.085616	0.223587	0.095458	0.232143	0.172172	0.312715	0.194899	0.343396	0.033794		0.210648	0.099636	0.299342	0.151518	0.11375	0.191815	0.147011	0.725322	0.155556	0.240024		0.393939	0.016381	0.124658	0.180328	0.176357	0.380128	0.139357	0.404768	0.124147	0.217077		0.590909	0.008132	0.122476	0.269959	0.168831	0.503789	0.119895	0.422837	0.118799	0.342972
	0.192872	0.085847	0.226044	0.095776	0.234694	0.172767	0.316151	0.186102	0.34717	0.034027		0.212963	0.096226	0.302632	0.152242	0.115	0.192091	0.148627	0.723209	0.157265	0.240521		0.398268	0.01649	0.126027	0.179455	0.178295	0.378231	0.140888	0.404083	0.125512	0.217421		0.597403	0.008376	0.123822	0.270142	0.170686	0.499138	0.121212	0.419524	0.120104	0.341485
	0.194969	0.086077	0.228501	0.096096	0.237245	0.173365	0.319588	0.180869	0.350943	0.03356		0.215278	0.090252	0.305921	0.153001	0.11625	0.19228	0.150242	0.720718	0.158974	0.239773		0.402597	0.016572	0.127397	0.177561	0.180233	0.374747	0.14242	0.400408	0.126876	0.213249		0.603896	0.007628	0.125168	0.270563	0.172542	0.498351	0.12253	0.420018	0.12141	0.341999
	0.197065	0.085736	0.230958	0.096418	0.239796	0.173968	0.323024	0.172847	0.354717	0.033796		0.217593	0.090508	0.309211	0.153769	0.1175	0.192444	0.151858	0.717554	0.160684	0.238997		0.406926	0.016746	0.128767	0.176147	0.182171	0.37552	0.143951	0.396101	0.12824	0.213587		0.61039	0.007867	0.126514	0.269278	0.174397	0.49409	0.123847	0.416299	0.122715	0.342514
	0.199161	0.08597	0.233415	0.096742	0.242347	0.174573	0.32646	0.168452	0.358491	0.034033		0.219907	0.090781	0.3125	0.154533	0.11875	0.192722	0.153473	0.7151	0.162393	0.237667		0.411255	0.016312	0.130137	0.176009	0.184109	0.371945	0.145482	0.393012	0.129604	0.21321		0.616883	0.008118	0.12786	0.269524	0.176252	0.489282	0.125165	0.416933	0.124021	0.343031
	0.201258	0.082103	0.235872	0.097069	0.244898	0.175184	0.329897	0.157144	0.362264	0.033805		0.222222	0.091026	0.315789	0.155315	0.12	0.193	0.155089	0.711428	0.164103	0.235659		0.415584	0.016449	0.131507	0.17593	0.186047	0.369063	0.147014	0.391776	0.130969	0.210936		0.623377	0.00838	0.129206	0.269934	0.178108	0.489859	0.126482	0.412885	0.125326	0.343549
	0.203354	0.082305	0.238329	0.097397	0.247449	0.168723	0.333333	0.156771	0.366038	0.034046		0.224537	0.091209	0.319079	0.156106	0.12125	0.193278	0.156704	0.709276	0.165812	0.232251		0.419913	0.016525	0.132877	0.174226	0.187984	0.369086	0.148545	0.388633	0.132333	0.209373		0.62987	0.008656	0.130552	0.270256	0.179963	0.489938	0.1278	0.409242	0.126632	0.344069
	0.205451	0.081512	0.240786	0.097728	0.25	0.169318	0.33677	0.153221	0.369811	0.032342		0.226852	0.091495	0.322368	0.156904	0.1225	0.193557	0.15832	0.705612	0.167521	0.232737		0.424242	0.016666	0.134247	0.172571	0.189922	0.363553	0.150077	0.388429	0.133697	0.205556		0.636364	0.008945	0.131898	0.27036	0.181818	0.490952	0.129117	0.406817	0.127937	0.343184
	0.207547	0.080422	0.243243	0.098061	0.252551	0.169918	0.340206	0.147472	0.373585	0.032579		0.229167	0.091616	0.325658	0.15771	0.12375	0.193837	0.159935	0.702718	0.169231	0.229085		0.428571	0.016709	0.135616	0.168927	0.19186	0.361559	0.151608	0.386733	0.135061	0.205886		0.642857	0.00925	0.133244	0.270784	0.183673	0.489002	0.130435	0.402959	0.129243	0.342058
	0.209644	0.080632	0.2457	0.098396	0.255102	0.165879	0.343643	0.142811	0.377358	0.032701		0.231481	0.089533	0.328947	0.157612	0.125	0.194007	0.161551	0.704084	0.17094	0.22557		0.4329	0.014111	0.136986	0.16888	0.193798	0.36073	0.153139	0.383506	0.136426	0.201163		0.649351	0.00826	0.13459	0.271031	0.185529	0.490135	0.131752	0.403578	0.130548	0.34152
	0.21174	0.080782	0.248157	0.098734	0.257653	0.16647	0.347079	0.143608	0.381132	0.032942		0.233796	0.089817	0.332237	0.148005	0.12625	0.194289	0.163166	0.70053	0.17265	0.226046		0.437229	0.013888	0.138356	0.168825	0.195736	0.358403	0.154671	0.381738	0.13779	0.201316		0.655844	0.008556	0.135935	0.271459	0.187384	0.486566	0.13307	0.400471	0.131854	0.34204
	0.213836	0.081006	0.250614	0.09213	0.260204	0.163137	0.350515	0.144414	0.384906	0.033067		0.236111	0.086344	0.335526	0.148497	0.1275	0.194566	0.164782	0.697732	0.174359	0.222141		0.441558	0.013885	0.139726	0.168969	0.197674	0.354881	0.156202	0.381215	0.139154	0.19883		0.662338	0.00737	0.137281	0.270696	0.189239	0.487698	0.134387	0.400945	0.133159	0.342562
	0.215933	0.080053	0.253071	0.088747	0.262755	0.163723	0.353952	0.130683	0.388679	0.033233		0.238426	0.08662	0.338816	0.149277	0.12875	0.193948	0.166397	0.699096	0.176068	0.222611		0.445887	0.013987	0.141096	0.169214	0.199612	0.355735	0.157734	0.377184	0.140518	0.199151		0.668831	0.007648	0.138627	0.271125	0.191095	0.488143	0.135705	0.397655	0.134465	0.343085
	0.218029	0.077458	0.255528	0.089056	0.265306	0.163525	0.357388	0.131427	0.392453	0.033477		0.240741	0.083003	0.342105	0.150022	0.13	0.19423	0.168013	0.7004	0.177778	0.221091		0.450216	0.01409	0.142466	0.168467	0.20155	0.356604	0.159265	0.373689	0.141883	0.194848		0.675325	0.007941	0.139973	0.271304	0.19295	0.483312	0.137022	0.397154	0.13577	0.34361
	0.220126	0.077675	0.257985	0.087388	0.267857	0.164117	0.360825	0.122513	0.396226	0.033662		0.243056	0.083253	0.345395	0.137429	0.13125	0.190295	0.169628	0.70178	0.179487	0.221561		0.454545	0.014194	0.143836	0.167799	0.203488	0.357337	0.160796	0.374372	0.143247	0.194474		0.681818	0.008252	0.141319	0.271735	0.194805	0.478221	0.13834	0.395613	0.137076	0.344137
	0.222222	0.075453	0.260442	0.081473	0.270408	0.15481	0.364261	0.122854	0.4	0.033913		0.24537	0.083522	0.348684	0.12935	0.1325	0.186547	0.171244	0.69964	0.181197	0.217905		0.458874	0.014366	0.145205	0.16587	0.205426	0.358144	0.162328	0.374852	0.144611	0.190718		0.688312	0.008581	0.142665	0.272043	0.19666	0.478611	0.139657	0.396226	0.138381	0.344665
	0.224319	0.075251	0.262899	0.08176	0.272959	0.143328	0.367698	0.108134	0.403774	0.034097		0.247685	0.076588	0.351974	0.124258	0.13375	0.182808	0.172859	0.701024	0.182906	0.21837		0.463203	0.014302	0.146575	0.164886	0.207364	0.359037	0.163859	0.373859	0.145975	0.190026		0.694805	0.008931	0.144011	0.269312	0.198516	0.476949	0.140975	0.396842	0.139687	0.345195
	0.226415	0.075464	0.265356	0.073426	0.27551	0.137446	0.371134	0.103655	0.407547	0.034351		0.25	0.076836	0.355263	0.118809	0.135	0.183076	0.174475	0.702414	0.184615	0.215948		0.467532	0.014478	0.147945	0.165155	0.209302	0.359937	0.165391	0.370645	0.14734	0.18638		0.701299	0.009303	0.145357	0.268316	0.200371	0.472099	0.142292	0.397455	0.140992	0.345726
	0.228512	0.074399	0.267813	0.073688	0.278061	0.137467	0.37457	0.100555	0.411321	0.033129		0.252315	0.069937	0.358553	0.118782	0.13625	0.181084	0.17609	0.703799	0.186325	0.216411		0.471861	0.014588	0.149315	0.165423	0.21124	0.36084	0.166922	0.367206	0.148704	0.186684		0.707792	0.009698	0.146703	0.267492	0.202226	0.473216	0.14361	0.395665	0.142298	0.346259
	0.230608	0.074376	0.27027	0.073952	0.280612	0.127407	0.378007	0.098406	0.415094	0.033378		0.25463	0.070167	0.361842	0.105136	0.1375	0.18135	0.177706	0.702145	0.188034	0.211181		0.47619	0.014771	0.150685	0.165322	0.213178	0.361749	0.168453	0.36758	0.150068	0.181879		0.714286	0.010119	0.148048	0.265988	0.204082	0.468316	0.144928	0.395545	0.143603	0.34531
	0.232704	0.071756	0.272727	0.074217	0.283163	0.122911	0.381443	0.098625	0.418868	0.033636		0.256944	0.070398	0.365132	0.103485	0.13875	0.180414	0.179321	0.703545	0.189744	0.211589		0.480519	0.011831	0.152055	0.163547	0.215116	0.362662	0.169985	0.36635	0.151432	0.177259		0.720779	0.010568	0.149394	0.266415	0.205937	0.469427	0.146245	0.396163	0.144909	0.344506
	0.234801	0.07193	0.275184	0.074484	0.285714	0.12298	0.38488	0.08814	0.422642	0.033895		0.259259	0.065393	0.368421	0.095547	0.14	0.18068	0.180937	0.69985	0.191453	0.211275		0.484848	0.011988	0.153425	0.159244	0.217054	0.361849	0.171516	0.363079	0.152797	0.172332		0.727273	0.011048	0.15074	0.266035	0.207792	0.470545	0.147563	0.396783	0.146214	0.342927
	0.236897	0.072137	0.277641	0.074658	0.288265	0.119503	0.388316	0.088493	0.426415	0.034124		0.261574	0.065569	0.371711	0.096086	0.14125	0.178378	0.182553	0.701251	0.193162	0.211732		0.489177	0.012044	0.154795	0.155779	0.218992	0.35645	0.173047	0.363146	0.154161	0.16825		0.733766	0.011562	0.152086	0.266215	0.209647	0.471668	0.14888	0.397405	0.14752	0.342921
	0.238994	0.070855	0.280098	0.074929	0.290816	0.114906	0.391753	0.089038	0.430189	0.032968		0.263889	0.063987	0.375	0.089405	0.1425	0.17864	0.184168	0.702658	0.194872	0.212185		0.493506	0.012207	0.156164	0.15599	0.22093	0.350158	0.174579	0.360921	0.155525	0.168515		0.74026	0.012113	0.153432	0.266642	0.211503	0.472797	0.150198	0.39798	0.148825	0.342161
	0.24109	0.070398	0.282555	0.075202	0.293367	0.115125	0.395189	0.082769	0.433962	0.028439		0.266204	0.064188	0.378289	0.089324	0.14375	0.178905	0.185784	0.699415	0.196581	0.208282		0.497835	0.012373	0.157534	0.156249	0.222868	0.344678	0.17611	0.361602	0.156889	0.168793		0.746753	0.012704	0.154778	0.267073	0.213358	0.473931	0.151515	0.394216	0.150131	0.340896
	0.243187	0.068751	0.285012	0.075476	0.295918	0.113441	0.398625	0.072657	0.437736	0.028681		0.268519	0.064404	0.381579	0.089839	0.145	0.179171	0.187399	0.696612	0.198291	0.208735		0.502165	0.010034	0.158904	0.156508	0.224806	0.341367	0.177642	0.362124	0.158254	0.169069		0.753247	0.01334	0.156124	0.267244	0.215213	0.472335	0.152833	0.389947	0.151436	0.339562
	0.245283	0.065743	0.287469	0.075753	0.298469	0.113874	0.402062	0.070145	0.441509	0.028927		0.270833	0.064587	0.384868	0.084464	0.14625	0.179433	0.189015	0.693209	0.2	0.206896		0.506494	0.010178	0.160274	0.156769	0.226744	0.33476	0.179173	0.359742	0.159618	0.169342		0.75974	0.014025	0.15747	0.26537	0.217069	0.468741	0.15415	0.390307	0.152742	0.33807
	0.247379	0.064709	0.289926	0.076032	0.30102	0.11431	0.405498	0.070595	0.445283	0.029172		0.273148	0.064799	0.388158	0.078062	0.1475	0.179517	0.19063	0.690796	0.201709	0.207349		0.510823	0.010326	0.161644	0.157003	0.228682	0.331014	0.180704	0.355713	0.160982	0.167065		0.766234	0.014764	0.158816	0.261663	0.218924	0.464759	0.155468	0.388766	0.154047	0.336638
	0.249476	0.064899	0.292383	0.076312	0.303571	0.11475	0.408935	0.068697	0.449057	0.029408		0.275463	0.065006	0.391447	0.078524	0.14875	0.179784	0.192246	0.687707	0.203419	0.207804		0.515152	0.010063	0.163014	0.152906	0.23062	0.323803	0.182236	0.355439	0.162347	0.165976		0.772727	0.015564	0.160162	0.26208	0.220779	0.465883	0.156785	0.388223	0.155352	0.337165
	0.251572	0.064756	0.29484	0.076579	0.306122	0.11502	0.412371	0.065712	0.45283	0.02966		0.277778	0.065223	0.394737	0.070922	0.15	0.180052	0.193861	0.68455	0.205128	0.20826		0.519481	0.010213	0.164384	0.151848	0.232558	0.319803	0.183767	0.356029	0.163711	0.166252		0.779221	0.016432	0.161507	0.25845	0.222635	0.462507	0.158103	0.386836	0.156658	0.336489
	0.253669	0.064948	0.297297	0.076863	0.308673	0.115455	0.415808	0.061154	0.456604	0.029917		0.280093	0.065446	0.398026	0.066923	0.15125	0.17891	0.195477	0.680951	0.206838	0.208719		0.52381	0.010366	0.165753	0.152052	0.234496	0.314059	0.185299	0.356709	0.165075	0.165135		0.785714	0.017374	0.162853	0.258257	0.22449	0.461758	0.15942	0.386007	0.157963	0.335229
	0.255765	0.064967	0.299754	0.07715	0.311224	0.110385	0.419244	0.061129	0.460377	0.030177		0.282407	0.065671	0.401316	0.067331	0.1525	0.176566	0.197092	0.677199	0.208547	0.209179		0.528139	0.010523	0.167123	0.150231	0.236434	0.312078	0.18683	0.357349	0.166439	0.16541		0.792208	0.018401	0.164199	0.258679	0.226345	0.462884	0.160738	0.38662	0.159269	0.335757
	0.257862	0.065154	0.302211	0.077439	0.313776	0.110218	0.42268	0.060618	0.464151	0.030446		0.284722	0.065896	0.404605	0.067743	0.15375	0.173967	0.198708	0.675857	0.210256	0.209642		0.532468	0.009928	0.168493	0.147245	0.238372	0.30788	0.188361	0.358033	0.167804	0.165686		0.798701	0.019522	0.165545	0.259103	0.2282	0.46296	0.162055	0.383845	0.160574	0.336286
	0.259958	0.065348	0.304668	0.071233	0.316327	0.11065	0.426117	0.05885	0.467925	0.03072		0.287037	0.066124	0.407895	0.060949	0.155	0.174207	0.200323	0.672932	0.211966	0.206669		0.536797	0.00977	0.169863	0.147408	0.24031	0.301153	0.189893	0.353518	0.169168	0.165964				0.166891	0.259528	0.230056	0.462479	0.163373	0.384457	0.16188	0.335533
	0.262055	0.065543	0.307125	0.071502	0.318878	0.111086	0.429553	0.058258	0.471698	0.022842		0.289352	0.066353	0.411184	0.0613	0.15625	0.174371	0.201939	0.671397	0.213675	0.204199		0.541126	0.009924	0.171233	0.147203	0.242248	0.298758	0.191424	0.350949	0.170532	0.166242				0.168237	0.259954	0.231911	0.461698	0.16469	0.385071	0.163185	0.335281
	0.264151	0.06574	0.309582	0.071773	0.321429	0.111526	0.43299	0.057446	0.475472	0.016176		0.291667	0.06653	0.414474	0.059923	0.1575	0.174098	0.203554	0.669274	0.215385	0.203503		0.545455	0.010082	0.172603	0.142876	0.244186	0.292376	0.192956	0.346148	0.171896	0.166521				0.169583	0.260382	0.233766	0.456999	0.166008	0.381345	0.164491	0.333817
