ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean	Label
otu49248	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2	otu49248
otu2450	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.833333333	otu2450
otu49707	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	1.833333333	otu49707
otu69382	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Kitasatospora	s__Kitasatosporasetae	2	otu69382
otu89724	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslavendulae	8.833333333	otu89724
otu95336	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	3.666666667	otu95336
otu9550	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslavendulae	8.833333333	otu9550
otu24659	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2.333333333	otu24659
otu93792	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	3.666666667	otu93792
otu54324	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	3	otu54324
otu83568	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	5.833333333	otu83568
otu127300	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	2.333333333	otu127300
otu2569	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	7.333333333	otu2569
otu44264	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	73.66666667	otu44264
otu111901	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	64.83333333	otu111901
otu13408	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	14.66666667	otu13408
otu95875	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	13.5	otu95875
otu66768	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	28.66666667	otu66768
otu62405	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	17.33333333	otu62405
otu27349	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	49	otu27349
otu78617	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	12.33333333	otu78617
otu18640	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycessp.ADI95-16	14	otu18640
otu28449	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	21.5	otu28449
otu39885	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	5.333333333	otu39885
otu19885	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	3.333333333	otu19885
otu96401	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	13.66666667	otu96401
otu28632	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	3.666666667	otu28632
otu57056	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardiacyriacigeorgica	12	otu57056
otu40136	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesalboflavus	9.5	otu40136
otu55926	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismediterranei	7	otu55926
otu54506	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	11.33333333	otu54506
otu60087	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	8	otu60087
otu114785	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismethanolica	8.333333333	otu114785
otu101541	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.833333333	otu101541
otu113908	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	25.66666667	otu113908
otu66607	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslividans	1.666666667	otu66607
otu29872	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	8.166666667	otu29872
otu92097	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	5.333333333	otu92097
otu68987	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsisjaponica	5.833333333	otu68987
otu27980	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	59.5	otu27980
otu10517	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	8.333333333	otu10517
otu87553	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	7.833333333	otu87553
otu17748	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	42.66666667	otu17748
otu46808	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	7.166666667	otu46808
otu116717	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	29.33333333	otu116717
otu117880	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	189.1666667	otu117880
otu118618	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	5.666666667	otu118618
otu22098	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__unidentified	g__Ilumatobacter	s__Ilumatobactercoccineus	20.66666667	otu22098
otu86063	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslavendulae	25.66666667	otu86063
otu23778	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumsmegmatis	6.333333333	otu23778
otu120290	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcussp.PBTS1	3.166666667	otu120290
otu8560	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	6.333333333	otu8560
otu34772	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.5	otu34772
otu9992	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	9.5	otu9992
otu53468	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Kitasatospora	s__Kitasatosporasetae	4.166666667	otu53468
otu29469	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	4.5	otu29469
otu22631	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesalboflavus	2.5	otu22631
otu12619	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	4	otu12619
otu110377	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.833333333	otu110377
otu47370	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	413.8333333	otu47370
otu41777	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Gordoniaceae	g__Gordonia	s__Gordoniasp.MMS17-SY073	5.5	otu41777
otu109186	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.833333333	otu109186
otu78173	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2.333333333	otu78173
otu5520	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	3.5	otu5520
otu30832	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	3.166666667	otu30832
otu4055	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	2	otu4055
otu76218	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	48.5	otu76218
otu123083	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	3	otu123083
otu24410	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Gordoniaceae	g__Gordonia	s__Gordoniarubripertincta	3.5	otu24410
otu61248	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.5	otu61248
otu73626	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.666666667	otu73626
otu94387	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesalboflavus	3.833333333	otu94387
otu6289	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__unidentified	g__Ilumatobacter	s__Ilumatobactercoccineus	10.33333333	otu6289
otu38577	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	1.666666667	otu38577
otu44579	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslavendulae	34	otu44579
otu63615	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	3.5	otu63615
otu38974	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2.333333333	otu38974
otu63375	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	11.5	otu63375
otu105421	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	4.166666667	otu105421
otu106593	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2	otu106593
otu81836	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslavendulae	5.333333333	otu81836
otu41408	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	2.5	otu41408
otu115997	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismediterranei	8.333333333	otu115997
otu104158	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.666666667	otu104158
otu20422	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Kitasatospora	s__Kitasatosporasetae	5.5	otu20422
otu92483	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumsmegmatis	2.333333333	otu92483
otu95238	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	4.666666667	otu95238
otu61651	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	6.833333333	otu61651
otu7909	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	21.83333333	otu7909
otu49985	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	1.666666667	otu49985
otu97939	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	2.666666667	otu97939
otu106936	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	3.666666667	otu106936
otu81216	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Kitasatospora	s__Kitasatosporasetae	3.166666667	otu81216
otu54381	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycessp.ADI95-16	11.66666667	otu54381
otu20818	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	129.3333333	otu20818
otu14878	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	5.333333333	otu14878
otu48296	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	7.833333333	otu48296
otu101241	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	2.166666667	otu101241
otu47116	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcusruber	4.333333333	otu47116
otu24453	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2	otu24453
otu111556	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	5.5	otu111556
otu10982	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	3.5	otu10982
otu90052	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	3.166666667	otu90052
otu94220	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	29.66666667	otu94220
otu113879	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	41.66666667	otu113879
otu104749	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismediterranei	2.666666667	otu104749
otu30567	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2.166666667	otu30567
otu84660	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	12.83333333	otu84660
otu77608	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsisjaponica	8	otu77608
otu56201	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	6.166666667	otu56201
otu53582	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	6.166666667	otu53582
otu110597	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanessp.N902-109	5.166666667	otu110597
otu33566	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	5.333333333	otu33566
otu123558	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	2.833333333	otu123558
otu78212	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	26.66666667	otu78212
otu26395	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	7.166666667	otu26395
otu79733	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsisjaponica	5.333333333	otu79733
otu116312	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslividans	75.83333333	otu116312
otu66545	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__unidentified	s__Mycolicibacteriumaurum	8	otu66545
otu109284	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	17.33333333	otu109284
otu36765	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslividans	4.833333333	otu36765
otu121354	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesalbireticuli	5.666666667	otu121354
otu116495	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycesambofaciens	6.833333333	otu116495
otu100989	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardiaseriolae	3	otu100989
otu85783	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslividans	2.666666667	otu85783
otu20467	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsismediterranei	2.666666667	otu20467
otu67014	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsiskeratiniphila	6	otu67014
otu24528	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomycessp.ADI95-16	2.666666667	otu24528
otu12461	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyceslavendulae	3.333333333	otu12461
otu68041	k__Bacteria	p__Acidobacteria	c__unidentified	o__unidentified	f__unidentified	g__unidentified	s__Luteitaleapratensis	14.16666667	otu68041
